id_CH,id_ZH,id_RO,empire,kingdom,phylum,class,order,family,genus,species,size,potentiallyToxic,affiliation,synonyms,EstimatedBiovolumesFromLiterature,Literature,volume_um.3,kremer_key,kremer_match,min_nu.biovol,mn_nu.biovol,mdn_nu.biovol,max_nu.biovol,sd_nu.biovol,n,mn_cells.per.nu,n_sources,w.tsn,analysis,comments,size_category,motility,physiology,colony_growth,stRategy,cell_shape,special_nutrition,volume_um.3.1,surface_um.2,VWS,GRE,HAL,SEM,BAL,BoOber,Unter,WAL,qualifier_as_food,species_buergi,coloniality,comments_coloniality,guild,guild.code
677,NA,,eukaryota,Chromista,Ochrophyta,Synurophyceae,Synurales,Mallomonadaceae,Mallomonas,lata,,NA,Mallomonas lata,,NA,,NA,Mallomonas,genus,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
678,NA,,eukaryota,Chromista,Ochrophyta,Synurophyceae,Synurales,Mallomonadaceae,Mallomonas,lychenensis,,NA,Mallomonas lychenensis,Mallomonas robusta,NA,,NA,Mallomonas,genus,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
679,512800,,eukaryota,Chromista,Ochrophyta,Synurophyceae,Synurales,Synuraceae,Spiniferomonas,sp,,NA,Spiniferomonas sp,,NA,,150,Spiniferomonas,genus,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
697,NA,,eukaryota,Chromista,Ochrophyta,Chrysophyceae,,,,,cysts,NA,,,NA,,600,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,biomass only,NA,c,c,NA,NA,NA,NA,NA,600,NA,NA,NA,NA,NA,NA,600,600,NA,NA,Chrysophyceae Cysts,0,,gold algae,P10
698,510091,,eukaryota,Chromista,Ochrophyta,Chrysophyceae,,,,,small,NA,,,NA,,100,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,biomass only,NA,b,a,d,b,R,a,NA,100,120,100,NA,NA,NA,NA,100,100,NA,100,Chrysophyceae small,0,,gold algae,P9
699,510092,,eukaryota,Chromista,Ochrophyta,Chrysophyceae,,,,,intermediate,NA,,,NA,,700,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,biomass only,NA,b,a,d,b,R,a,NA,700,450,700,NA,NA,NA,NA,700,700,NA,700,Chrysophyceae intermediate,0,,gold algae,P10
700,NA,,eukaryota,Chromista,Ochrophyta,Chrysophyceae,,,,,large,NA,,,NA,,2500,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,biomass only,NA,c,a,d,b,R,a,NA,2500,1500,NA,NA,NA,NA,NA,2500,2500,NA,1500,Chrysophyceae large,3,,gold algae,P11
701,NA,,eukaryota,Chromista,Ochrophyta,Chrysophyceae,Chromulinales,Chrysamoebaceae,Chrysidiastrum,sp,,NA,Chrysidiastrum sp,,NA,,100,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,all,NA,c,c,f,b,K,a,NA,100,140,NA,NA,NA,NA,NA,100,100,NA,100,Chrysidiastrum sp,3,,gold algae,P11
702,NA,,eukaryota,Chromista,Ochrophyta,Chrysophyceae,Chromulinales,Chrysamoebaceae,Rhizochrysis,sp,,NA,Rhizochrysis sp,,NA,,100,Rhizochrysis,genus,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
703,510591,,eukaryota,Chromista,Ochrophyta,Synurophyceae,Synurales,Mallomonadaceae,Mallomonas,sp,(10-20 um),NA,Mallomonas sp,,NA,,1500,Mallomonas,genus,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
704,510592,,eukaryota,Chromista,Ochrophyta,Synurophyceae,Synurales,Mallomonadaceae,Mallomonas,sp,(20-30 um),NA,Mallomonas sp,,NA,,2000,Mallomonas,genus,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
705,510593,,eukaryota,Chromista,Ochrophyta,Synurophyceae,Synurales,Mallomonadaceae,Mallomonas,sp,(>30 um),NA,Mallomonas sp,,NA,,2500,Mallomonas,genus,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
706,510508,,eukaryota,Chromista,Ochrophyta,Synurophyceae,Synurales,Mallomonadaceae,Mallomonas,caudata,(45-60 um),NA,Mallomonas caudata,10000,NA,,10000,Mallomonas caudata,species,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
707,511401,,eukaryota,Chromista,Ochrophyta,Chrysophyceae,Chromulinales,Chromulinaceae,Ochromonas,sp,(<10 um),NA,Ochromonas sp,,NA,,100,Ochromonas,genus,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
708,511491,,eukaryota,Chromista,Ochrophyta,Chrysophyceae,Chromulinales,Chromulinaceae,Ochromonas,sp,(>10 um),NA,Ochromonas sp,,NA,,800,Ochromonas,genus,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
750,NA,,eukaryota,Chromista,Ochrophyta,Chrysophyceae,Rhizochrysidales,,,,,NA,,,NA,,100,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,biomass only,NA,b,c,f,b,K,h,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Rhizochrysidales,0,,gold algae,P9
751,NA,,eukaryota,Chromista,Ochrophyta,Chrysophyceae,Chromulinales,Chrysocapsaceae,Chrysocapsa,sp,,NA,Chrysocapsa sp,,NA,,1000,Chrysocapsa,genus,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
752,NA,,eukaryota,Chromista,Ochrophyta,Chrysophyceae,Hydrurales,Hydruraceae,Hydrurus,foetidus,,NA,Hydrurus foetidus,,NA,,250,Hydrurus foetidus,species,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
753,NA,,eukaryota,Chromista,Ochrophyta,Chrysophyceae,Chromulinales,Chrysocapsaceae,Naegeliella,sp,,NA,Naegeliella sp,,NA,,100,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,all,NA,d,c,c,f,K,a,NA,100,140,NA,NA,NA,NA,NA,100,100,NA,20,Naegeliella sp,3,,gold algae,P11
754,NA,,eukaryota,Chromista,Ochrophyta,Chrysophyceae,Chromulinales,Chrysocapsaceae,Chrysocapsa,planctonica,,NA,Chrysocapsa planctonica,,NA,,32,Chrysocapsa,genus,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
770,NA,,eukaryota,Chromista,Ochrophyta,Phaeothamniophyceae,Phaeothamniales,Phaeothamniaceae,Stichogloea,sp,,NA,Stichogloea sp,,NA,,32,Stichogloea,genus,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
771,NA,,eukaryota,Chromista,Ochrophyta,Chrysophyceae,Hibberdiales,Stylococcaceae,Bitrichia,sp,,NA,Bitrichia sp,,NA,,100,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,all,NA,c,c,f,b,K,d,NA,100,120,NA,NA,NA,NA,NA,100,100,NA,100,Bitrichia sp,0,,gold algae,P9
772,512001,,eukaryota,Chromista,Ochrophyta,Chrysophyceae,Hibberdiales,Stylococcaceae,Bitrichia,chodatii,,NA,Bitrichia chodatii,,NA,,100,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,all,NA,c,c,f,b,K,d,NA,100,120,NA,NA,NA,NA,NA,100,100,NA,100,Bitrichia chodatii,0,,gold algae,P9
773,512600,,eukaryota,Chromista,Ochrophyta,Chrysophyceae,Chromulinales,Chrysamoebaceae,Chrysamoeba,sp,,NA,Chrysamoeba sp,,NA,,250,Chrysamoeba,genus,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
774,NA,,eukaryota,Chromista,Ochrophyta,Chrysophyceae,Chromulinales,Chrysamoebaceae,Chrysamoeba,mikrokonta,,NA,Chrysamoeba mikrokonta,,NA,,250,Chrysamoeba,genus,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
775,NA,,eukaryota,Chromista,Ochrophyta,Chrysophyceae,Chromulinales,Chrysamoebaceae,Chrysamoeba,radians,,NA,Chrysamoeba radians,,NA,,250,Chrysamoeba,genus,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
776,NA,,eukaryota,Chromista,Ochrophyta,Chrysophyceae,Chromulinales,Chrysosphaeraceae,Chrysosphaera,sp,,NA,Chrysosphaera sp,,NA,,250,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,all,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Chrysosphaera sp,3,,gold algae,P11
777,NA,,eukaryota,Chromista,Ochrophyta,Chrysophyceae,Chromulinales,Chrysosphaeraceae,Chrysosphaera,parvula,,NA,Chrysosphaera parvula,,NA,,250,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,all,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Chrysosphaera parvula,3,,gold algae,P11
778,NA,,eukaryota,Chromista,Ochrophyta,Chrysophyceae,Hibberdiales,Stylococcaceae,Bitrichia,longispina,,NA,Bitrichia longispina,,NA,,100,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,all,NA,c,c,f,b,K,d,NA,100,NA,NA,NA,NA,NA,NA,100,100,NA,NA,Bitrichia longispina,0,,gold algae,P9
779,511700,,eukaryota,Chromista,Ochrophyta,Chrysophyceae,Chromulinales,Chrysamoebaceae,Chrysarachnion,sp,,NA,Chrysarachnion sp,,NA,,15,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,all,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Chrysarachnion sp,3,,gold algae,P11
780,512401,,eukaryota,Chromista,Ochrophyta,Chrysophyceae,Chromulinales,Chrysamoebaceae,Chrysidiastrum,catenatum,,NA,Chrysidiastrum catenatum,,NA,,1100,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,all,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Chrysidiastrum catenatum,1,more than a filament is a chain forming colony,gold algae,P11
781,512002,,eukaryota,Chromista,Ochrophyta,Chrysophyceae,Hibberdiales,Stylococcaceae,Bitrichia,ollula,,NA,Bitrichia ollula,,NA,,400,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,all,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bitrichia ollula,0,,gold algae,P10
782,510301,,eukaryota,Chromista,Ochrophyta,Chrysophyceae,Chromulinales,Dinobryaceae,Kephyrion,moniliferum,,NA,Kephyrion moniliferum,,NA,,200,Kephyrion,genus,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
783,510601,,eukaryota,Chromista,Ochrophyta,Synurophyceae,Ochromonadales,Ochromonadaceae,Erkenia,subaequiciliata,,NA,Erkenia subaequiciliata,,NA,,150,Erkenia subaequiciliata,species,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
801,NA,,eukaryota,Chromista,Ochrophyta,Phaeothamniophyceae,Phaeothamniales,Phaeothamniaceae,Phaeothamnion,sp,,NA,Phaeothamnion sp,,NA,,500,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,all,NA,d,c,b,h,K,h,NA,500,100,NA,NA,NA,NA,NA,500,500,NA,NA,Phaeothamnion sp,NA,,gold algae,NA
802,NA,,eukaryota,Chromista,Ochrophyta,Chrysophyceae,Chromulinales,Chrysothallaceae,Phaeoplaca,sp,,NA,Phaeoplaca sp,,NA,,440,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,all,NA,d,c,b,h,K,h,NA,440,390,NA,NA,NA,NA,NA,NA,NA,NA,40,Phaeoplaca sp,2,,gold algae,P11
803,NA,,eukaryota,Chromista,Ochrophyta,Chrysophyceae,Chromulinales,Chrysothallaceae,Phaeoplaca,thallosa,,NA,Phaeoplaca thallosa,,NA,,440,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,all,NA,d,c,b,h,K,h,NA,440,390,NA,NA,NA,NA,NA,NA,NA,NA,40,Phaeoplaca thallosa,2,,gold algae,P11
851,NA,,eukaryota,Protozoa,Choanozoa,Choanoflagellatea,Craspedida,Codonosigaceae,Monosiga,sp,,NA,Monosiga sp,,NA,,85,Monosiga,genus,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
852,NA,,eukaryota,Chromista,Ochrophyta,Craspedomonadophyceae,,,Diplosiga,sp,,NA,Diplosiga sp,,NA,,250,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,all,species untraceable in any serious database! Does not occur in data!,c,a,d,b,R,d,d,250,200,NA,NA,NA,NA,NA,250,250,NA,120,Diplosiga sp,0,,gold algae,P9
853,NA,,eukaryota,Protozoa,Choanozoa,Choanoflagellatea,Craspedida,Codonosigaceae,Desmarella,sp,,NA,Desmarella sp,,NA,,370,Desmarella,genus,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
854,NA,,eukaryota,Protozoa,Choanozoa,Choanoflagellatea,Craspedida,Codonosigaceae,Sphaeroeca,sp,,NA,Sphaeroeca sp,,NA,,65,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,all,NA,c,a,d,f,R,d,d,65,95,NA,NA,NA,NA,NA,NA,NA,NA,40,Sphaeroeca sp,3,,NA,NA
855,513001,,eukaryota,Protozoa,Choanozoa,Choanoflagellatea,Craspedida,Codonosigaceae,Sphaeroeca,volvox,,NA,Sphaeroeca volvox,,NA,,65,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,all,NA,c,a,d,f,R,d,d,65,95,NA,NA,NA,NA,NA,NA,NA,NA,40,Sphaeroeca volvox,4,,NA,NA
856,NA,,eukaryota,Protozoa,Choanozoa,Choanoflagellatea,Craspedida,Codonosigaceae,Codosiga,sp,,NA,Codosiga sp,,NA,,110,Codosiga,genus,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
857,512900,,eukaryota,Protozoa,Choanozoa,Choanoflagellatea,Craspedida,Salpingoecaceae,Salpingoeca,sp,,NA,Salpingoeca sp,,NA,,300,Salpingoeca,genus,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
858,NA,,eukaryota,Protozoa,Choanozoa,Choanoflagellatea,Craspedida,Salpingoecaceae,Salpingoeca,frequentissima,,NA,Salpingoeca frequentissima,,NA,,135,Salpingoeca frequentissima,species,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
859,NA,,eukaryota,Protozoa,Choanozoa,Choanoflagellatea,Craspedida,Codosigidae,Diploeca,sp,,NA,Diploeca sp,,NA,,140,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,all,NA,c,a,d,b,R,c,d,140,120,NA,NA,NA,NA,NA,NA,NA,NA,80,Diploeca sp,NA,,NA,NA
860,NA,,eukaryota,Protozoa,Choanozoa,Choanoflagellatea,Craspedida,Salpingoecaceae,Stelexomonas,sp,,NA,Stelexomonas sp,,NA,,45,Stelexomonas,genus,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
861,NA,,eukaryota,Protozoa,Choanozoa,Choanoflagellatea,Craspedida,Codosigidae,Astrosiga,radiata,,NA,Astrosiga radiata,,NA,,100,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,all,NA,c,c,d,b,R,c,d,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Astrosiga radiata,3,,NA,NA
862,NA,,eukaryota,Protozoa,Choanozoa,Choanoflagellatea,Craspedida,Codonosigaceae,Monosiga,ovata,,NA,Monosiga ovata,,NA,,85,Monosiga,genus,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
863,NA,,eukaryota,Protozoa,Choanozoa,Choanoflagellatea,Craspedida,Codonosigaceae,Monosiga,varians,,NA,Monosiga varians,,NA,,110,Monosiga,genus,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
864,512901,,eukaryota,Protozoa,Choanozoa,Choanoflagellatea,Craspedida,Salpingoecaceae,Salpingoeca,ruttneri,,NA,Salpingoeca ruttneri,,NA,,200,Salpingoeca,genus,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
865,513101,,eukaryota,Protozoa,Choanozoa,Choanoflagellatea,Craspedida,Salpingoecaceae,Stelexomonas,dichotoma,,NA,Stelexomonas dichotoma,,NA,,110,Stelexomonas,genus,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1000,NA,,eukaryota,Chromista,Bacillariophyta,Bacillariophyceae,Centrales,,,,,NA,,,NA,,1500,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,biomass only,NA,NA,NA,NA,NA,NA,NA,NA,1500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Centrales,0,,diatoms,P7
1001,523401,s146,eukaryota,Chromista,Bacillariophyta,Bacillariophyceae,Chaetocerales,Acanthocerataceae,Acanthoceras,zachariasii,,NA,Acanthoceras zachariasii,Attheya zachariasii,NA,,30000,Acanthoceras zachariasii,species,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1002,NA,,eukaryota,Chromista,Bacillariophyta,Bacillariophyceae,Coscinodiscales,Coscinodiscaceae,Coscinodiscus,sp,,NA,Coscinodiscus sp,,NA,,3500,Coscinodiscus,genus,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1003,520200,s086,eukaryota,Chromista,Bacillariophyta,Bacillariophyceae,Thalassiosirales,Stephanodiscaceae,Cyclotella,sp,,NA,Cyclotella sp,,NA,,1350,Cyclotella,genus,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1004,NA,,eukaryota,Chromista,Bacillariophyta,Bacillariophyceae,Thalassiosirales,Stephanodiscaceae,Cyclotella,atomus,,NA,Cyclotella atomus,,NA,,120,Cyclotella atomus,species,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005,520204,,eukaryota,Chromista,Bacillariophyta,Bacillariophyceae,Thalassiosirales,Stephanodiscaceae,Cyclotella,bodanica,,NA,Cyclotella bodanica,,NA,,5400,Cyclotella bodanica,species,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1006,NA,,eukaryota,Chromista,Bacillariophyta,Bacillariophyceae,Thalassiosirales,Stephanodiscaceae,Cyclotella,catenata,,NA,Cyclotella catenata,,NA,,510,Cyclotella catenata,species,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1007,NA,,eukaryota,Chromista,Bacillariophyta,Bacillariophyceae,Thalassiosirales,Stephanodiscaceae,Cyclotella,radiosa,,NA,Cyclotella radiosa,Cyclotella comta var radiosa,NA,,1350,Cyclotella radiosa,species,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1008,NA,,eukaryota,Chromista,Bacillariophyta,Bacillariophyceae,Thalassiosirales,Stephanodiscaceae,Cyclotella,comensis,,NA,Cyclotella comensis,,NA,,315,Cyclotella comensis,species,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1009,520202,,eukaryota,Chromista,Bacillariophyta,Bacillariophyceae,Thalassiosirales,Stephanodiscaceae,Cyclotella,ocellata,,NA,Cyclotella ocellata,,NA,,450,Cyclotella ocellata,species,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1010,NA,s085,eukaryota,Chromista,Bacillariophyta,Bacillariophyceae,Thalassiosirales,Stephanodiscaceae,Cyclotella,operculata,,NA,Cyclotella operculata,,NA,,675,Cyclotella,genus,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1011,NA,,eukaryota,Chromista,Bacillariophyta,Bacillariophyceae,Thalassiosirales,Stephanodiscaceae,Cyclotella,glomerata,,NA,Cyclotella glomerata,,NA,,120,Cyclotella glomerata,species,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012,NA,,eukaryota,Chromista,Bacillariophyta,Bacillariophyceae,Thalassiosirales,Stephanodiscaceae,Cyclotella,stelligera,,NA,Cyclotella stelligera,,NA,,60,Cyclotella stelligera,species,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013,520294,,eukaryota,Chromista,Bacillariophyta,Bacillariophyceae,Thalassiosirales,Stephanodiscaceae,Cyclotella,sp,small,NA,Cyclotella sp,,NA,,75,Cyclotella,genus,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1014,520291,,eukaryota,Chromista,Bacillariophyta,Bacillariophyceae,Thalassiosirales,Stephanodiscaceae,Cyclotella,sp,intermediate,NA,Cyclotella sp,,NA,,3500,Cyclotella,genus,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1015,520400,s111,eukaryota,Chromista,Bacillariophyta,Coscinodiscophyceae,Aulacoseirales,Aulacoseiraceae,Aulacoseira,sp,,NA,Aulacoseira sp,Melosira sp.,NA,,1500,Aulacoseira,genus,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1016,520101,s110,eukaryota,Chromista,Bacillariophyta,Bacillariophyceae,Melosirales,Melosiraceae,Melosira,varians,,NA,Melosira varians,,NA,,4600,Melosira varians,species,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1017,520301,,eukaryota,Chromista,Bacillariophyta,Bacillariophyceae,Thalassiosirales,Stephanodiscaceae,Stephanodiscus,binderanus,,NA,Stephanodiscus binderanus,Melosira binderana,NA,,175,Stephanodiscus binderanus,species,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1018,NA,s108,eukaryota,Chromista,Bacillariophyta,Coscinodiscophyceae,Aulacoseirales,Aulacoseiraceae,Aulacoseira,granulata,,NA,Aulacoseira granulata,Melosira granulata,NA,,800,Aulacoseira granulata,species,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1019,NA,s109,eukaryota,Chromista,Bacillariophyta,Bacillariophyceae,Melosirales,Melosiraceae,Melosira,granulata f angustissima,,NA,Melosira granulata f angustissima,Melosira granulata (dünn),NA,,350,Melosira,genus,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1020,NA,,eukaryota,Chromista,Bacillariophyta,Coscinodiscophyceae,Aulacoseirales,Aulacoseiraceae,Aulacoseira,islandica,,NA,Aulacoseira islandica,Melosira islandica,NA,,1500,Aulacoseira islandica,species,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1021,NA,,eukaryota,Chromista,Bacillariophyta,Coscinodiscophyceae,Aulacoseirales,Aulacoseiraceae,Aulacoseira,islandica subsp Helvetica,,NA,Aulacoseira islandica subsp Helvetica,Melosira islandica subsp Helvetica,NA,,400,Aulacoseira,genus,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1022,NA,,eukaryota,Chromista,Bacillariophyta,Coscinodiscophyceae,Aulacoseirales,Aulacoseiraceae,Aulacoseira,italica,,NA,Aulacoseira italica,Melosira italica,NA,,2200,Aulacoseira italica,species,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1023,523100,,eukaryota,Chromista,Bacillariophyta,Bacillariophyceae,Rhizosoleniales,Rhizosoleniaceae,Rhizosolenia,sp,,NA,Rhizosolenia sp,,NA,,1300,Rhizosolenia,genus,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1024,523101,s132,eukaryota,Chromista,Bacillariophyta,Bacillariophyceae,Rhizosoleniales,Rhizosoleniaceae,Rhizosolenia,longiseta,,NA,Rhizosolenia longiseta,,NA,,1300,Rhizosolenia,genus,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1025,520300,,eukaryota,Chromista,Bacillariophyta,Bacillariophyceae,Thalassiosirales,Stephanodiscaceae,Stephanodiscus,sp,,NA,Stephanodiscus sp,,NA,,90,Stephanodiscus,genus,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1026,520394,,eukaryota,Chromista,Bacillariophyta,Bacillariophyceae,Thalassiosirales,Stephanodiscaceae,Stephanodiscus,sp,small (<7 um),NA,Stephanodiscus sp,,NA,,50,Stephanodiscus,genus,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1027,520395,,eukaryota,Chromista,Bacillariophyta,Bacillariophyceae,Thalassiosirales,Stephanodiscaceae,Stephanodiscus,sp,intermediate (7-15 um),NA,Stephanodiscus sp,,NA,,450,Stephanodiscus,genus,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1028,NA,,eukaryota,Chromista,Bacillariophyta,Bacillariophyceae,Thalassiosirales,Stephanodiscaceae,Stephanodiscus,sp,large,NA,Stephanodiscus sp,,NA,,3100,Stephanodiscus,genus,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1029,520302,,eukaryota,Chromista,Bacillariophyta,Bacillariophyceae,Thalassiosirales,Stephanodiscaceae,Stephanodiscus,alpinus,,NA,Stephanodiscus alpinus,,NA,,3200,Stephanodiscus alpinus,species,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1030,520304,,eukaryota,Chromista,Bacillariophyta,Bacillariophyceae,Thalassiosirales,Stephanodiscaceae,Stephanodiscus,hantzschii,,NA,Stephanodiscus hantzschii,,NA,,200,Stephanodiscus hantzschii,species,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1031,NA,,eukaryota,Chromista,Bacillariophyta,Bacillariophyceae,Thalassiosirales,Stephanodiscaceae,Stephanodiscus,astraea,,NA,Stephanodiscus astraea,,NA,,9000,Stephanodiscus astraea,species,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1032,NA,,eukaryota,Chromista,Bacillariophyta,Bacillariophyceae,Thalassiosirales,Stephanodiscaceae,Stephanodiscus,hantzschii f tenuis,,NA,Stephanodiscus hantzschii f tenuis,Stephanodiscus tenuis,NA,,1100,Stephanodiscus,genus,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1033,NA,,eukaryota,Chromista,Bacillariophyta,Bacillariophyceae,Chaetocerotales,Chaetocerotaceae,Chaetoceros,sp,,NA,Chaetoceros sp,,NA,,800,Chaetoceros,genus,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1034,NA,s084,eukaryota,Chromista,Bacillariophyta,Bacillariophyceae,Thalassiosirales,Stephanodiscaceae,Cyclotella,meneghiniana,,NA,Cyclotella meneghiniana,,NA,,300,Cyclotella meneghiniana,species,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1035,NA,,eukaryota,Chromista,Bacillariophyta,Bacillariophyceae,Thalassiosirales,Stephanodiscaceae,Stephanodiscus,minutulus,,NA,Stephanodiscus minutulus,Cyclotella minutula,NA,,450,Stephanodiscus minutulus,species,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1036,NA,,eukaryota,Chromista,Bacillariophyta,Bacillariophyceae,Melosirales,Melosiraceae,Ellerbeckia,arenaria,,NA,Ellerbeckia arenaria,Melosira arenaria,NA,,12500,Ellerbeckia arenaria,species,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1037,NA,s083,eukaryota,Chromista,Bacillariophyta,Bacillariophyceae,Thalassiosirales,Stephanodiscaceae,Cyclotella,kuetzingiana,,NA,Cyclotella kuetzingiana,,NA,,300,Cyclotella,genus,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1038,520303,,eukaryota,Chromista,Bacillariophyta,Bacillariophyceae,Thalassiosirales,Stephanodiscaceae,Stephanodiscus,neoastraea,,NA,Stephanodiscus neoastraea,,NA,,9000,Stephanodiscus,genus,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
