"","date","id_CH","abundance","unit","depth","order","genus","species","stage","volume_um.3","guild","occurrences","lake"
"196",2020-07-08,6916,148620,"indv./m2","0_30m","Calanoida","Eudiaptomus","gracilis","adult",NA,"calanoid copepods",1,"GRE"
"197",2020-08-11,6916,38130,"indv./m2","0_30m","Calanoida","Eudiaptomus","gracilis","adult",NA,"calanoid copepods",1,"GRE"
"198",2020-09-09,6916,156510,"indv./m2","0_30m","Calanoida","Eudiaptomus","gracilis","adult",NA,"calanoid copepods",1,"GRE"
"199",2020-10-08,6916,69720,"indv./m2","0_30m","Calanoida","Eudiaptomus","gracilis","adult",NA,"calanoid copepods",1,"GRE"
"200",2020-11-04,6916,184140,"indv./m2","0_30m","Calanoida","Eudiaptomus","gracilis","adult",NA,"calanoid copepods",1,"GRE"
"201",2020-12-09,6916,94260,"indv./m2","0_30m","Calanoida","Eudiaptomus","gracilis","adult",NA,"calanoid copepods",1,"GRE"
"202",2004-01-26,7059,0,"indv./m2","0_30m","Cyclopoida","Mesocyclops","sp","adult",NA,"cyclopoid copepods",1,"GRE"
"203",2004-02-16,7059,0,"indv./m2","0_30m","Cyclopoida","Mesocyclops","sp","adult",NA,"cyclopoid copepods",1,"GRE"
"204",2004-03-08,7059,0,"indv./m2","0_30m","Cyclopoida","Mesocyclops","sp","adult",NA,"cyclopoid copepods",1,"GRE"
"205",2004-04-14,7059,14580,"indv./m2","0_30m","Cyclopoida","Mesocyclops","sp","adult",NA,"cyclopoid copepods",1,"GRE"
"206",2004-05-18,7059,4410,"indv./m2","0_30m","Cyclopoida","Mesocyclops","sp","adult",NA,"cyclopoid copepods",1,"GRE"
"207",2004-06-21,7059,8850,"indv./m2","0_30m","Cyclopoida","Mesocyclops","sp","adult",NA,"cyclopoid copepods",1,"GRE"
"208",2004-07-19,7059,49500,"indv./m2","0_30m","Cyclopoida","Mesocyclops","sp","adult",NA,"cyclopoid copepods",1,"GRE"
"209",2004-08-16,7059,42870,"indv./m2","0_30m","Cyclopoida","Mesocyclops","sp","adult",NA,"cyclopoid copepods",1,"GRE"
"210",2004-09-20,7059,20550,"indv./m2","0_30m","Cyclopoida","Mesocyclops","sp","adult",NA,"cyclopoid copepods",1,"GRE"
"211",2004-10-18,7059,1980,"indv./m2","0_30m","Cyclopoida","Mesocyclops","sp","adult",NA,"cyclopoid copepods",1,"GRE"
"212",2004-11-15,7059,0,"indv./m2","0_30m","Cyclopoida","Mesocyclops","sp","adult",NA,"cyclopoid copepods",1,"GRE"
"213",2004-12-13,7059,0,"indv./m2","0_30m","Cyclopoida","Mesocyclops","sp","adult",NA,"cyclopoid copepods",1,"GRE"
"214",2005-01-31,7059,0,"indv./m2","0_30m","Cyclopoida","Mesocyclops","sp","adult",NA,"cyclopoid copepods",1,"GRE"
"215",2005-02-21,7059,0,"indv./m2","0_30m","Cyclopoida","Mesocyclops","sp","adult",NA,"cyclopoid copepods",1,"GRE"
"216",2005-03-15,7059,0,"indv./m2","0_30m","Cyclopoida","Mesocyclops","sp","adult",NA,"cyclopoid copepods",1,"GRE"
"217",2005-04-19,7059,9270,"indv./m2","0_30m","Cyclopoida","Mesocyclops","sp","adult",NA,"cyclopoid copepods",1,"GRE"
"218",2005-05-23,7059,0,"indv./m2","0_30m","Cyclopoida","Mesocyclops","sp","adult",NA,"cyclopoid copepods",1,"GRE"
"219",2005-06-20,7059,1110,"indv./m2","0_30m","Cyclopoida","Mesocyclops","sp","adult",NA,"cyclopoid copepods",1,"GRE"
"220",2005-07-18,7059,7950,"indv./m2","0_30m","Cyclopoida","Mesocyclops","sp","adult",NA,"cyclopoid copepods",1,"GRE"
"221",2005-08-21,7059,49500,"indv./m2","0_30m","Cyclopoida","Mesocyclops","sp","adult",NA,"cyclopoid copepods",1,"GRE"
"222",2005-09-19,7059,9270,"indv./m2","0_30m","Cyclopoida","Mesocyclops","sp","adult",NA,"cyclopoid copepods",1,"GRE"
"223",2005-10-17,7059,2220,"indv./m2","0_30m","Cyclopoida","Mesocyclops","sp","adult",NA,"cyclopoid copepods",1,"GRE"
"224",2005-11-14,7059,5310,"indv./m2","0_30m","Cyclopoida","Mesocyclops","sp","adult",NA,"cyclopoid copepods",1,"GRE"
"225",2005-12-12,7059,1980,"indv./m2","0_30m","Cyclopoida","Mesocyclops","sp","adult",NA,"cyclopoid copepods",1,"GRE"
"226",2006-02-27,7059,0,"indv./m2","0_30m","Cyclopoida","Mesocyclops","sp","adult",NA,"cyclopoid copepods",1,"GRE"
"227",2006-03-20,7059,0,"indv./m2","0_30m","Cyclopoida","Mesocyclops","sp","adult",NA,"cyclopoid copepods",1,"GRE"
"228",2006-04-18,7059,6630,"indv./m2","0_30m","Cyclopoida","Mesocyclops","sp","adult",NA,"cyclopoid copepods",1,"GRE"
"229",2006-05-15,7059,22110,"indv./m2","0_30m","Cyclopoida","Mesocyclops","sp","adult",NA,"cyclopoid copepods",1,"GRE"
"230",2006-06-12,7059,1320,"indv./m2","0_30m","Cyclopoida","Mesocyclops","sp","adult",NA,"cyclopoid copepods",1,"GRE"
"231",2006-07-10,7059,58350,"indv./m2","0_30m","Cyclopoida","Mesocyclops","sp","adult",NA,"cyclopoid copepods",1,"GRE"
"232",2006-08-14,7059,156480,"indv./m2","0_30m","Cyclopoida","Mesocyclops","sp","adult",NA,"cyclopoid copepods",1,"GRE"
"233",2006-09-12,7059,49740,"indv./m2","0_30m","Cyclopoida","Mesocyclops","sp","adult",NA,"cyclopoid copepods",1,"GRE"
"234",2006-10-16,7059,3330,"indv./m2","0_30m","Cyclopoida","Mesocyclops","sp","adult",NA,"cyclopoid copepods",1,"GRE"
"235",2006-11-06,7059,1770,"indv./m2","0_30m","Cyclopoida","Mesocyclops","sp","adult",NA,"cyclopoid copepods",1,"GRE"
"236",2006-12-04,7059,0,"indv./m2","0_30m","Cyclopoida","Mesocyclops","sp","adult",NA,"cyclopoid copepods",1,"GRE"
"237",2007-01-22,7059,0,"indv./m2","0_30m","Cyclopoida","Mesocyclops","sp","adult",NA,"cyclopoid copepods",1,"GRE"
"238",2007-02-12,7059,0,"indv./m2","0_30m","Cyclopoida","Mesocyclops","sp","adult",NA,"cyclopoid copepods",1,"GRE"
"239",2007-03-12,7059,0,"indv./m2","0_30m","Cyclopoida","Mesocyclops","sp","adult",NA,"cyclopoid copepods",1,"GRE"
"240",2007-04-10,7059,23220,"indv./m2","0_30m","Cyclopoida","Mesocyclops","sp","adult",NA,"cyclopoid copepods",1,"GRE"
"241",2007-05-14,7059,3990,"indv./m2","0_30m","Cyclopoida","Mesocyclops","sp","adult",NA,"cyclopoid copepods",1,"GRE"
"242",2007-06-11,7059,53040,"indv./m2","0_30m","Cyclopoida","Mesocyclops","sp","adult",NA,"cyclopoid copepods",1,"GRE"
"243",2007-07-09,7059,220110,"indv./m2","0_30m","Cyclopoida","Mesocyclops","sp","adult",NA,"cyclopoid copepods",1,"GRE"
"244",2007-08-06,7059,56580,"indv./m2","0_30m","Cyclopoida","Mesocyclops","sp","adult",NA,"cyclopoid copepods",1,"GRE"
"245",2007-09-11,7059,11040,"indv./m2","0_30m","Cyclopoida","Mesocyclops","sp","adult",NA,"cyclopoid copepods",1,"GRE"
"246",2007-10-08,7059,22110,"indv./m2","0_30m","Cyclopoida","Mesocyclops","sp","adult",NA,"cyclopoid copepods",1,"GRE"
"247",2007-11-05,7059,1770,"indv./m2","0_30m","Cyclopoida","Mesocyclops","sp","adult",NA,"cyclopoid copepods",1,"GRE"
"248",2007-12-03,7059,870,"indv./m2","0_30m","Cyclopoida","Mesocyclops","sp","adult",NA,"cyclopoid copepods",1,"GRE"
"249",2008-01-14,7059,0,"indv./m2","0_30m","Cyclopoida","Mesocyclops","sp","adult",NA,"cyclopoid copepods",1,"GRE"
"250",2008-02-11,7059,0,"indv./m2","0_30m","Cyclopoida","Mesocyclops","sp","adult",NA,"cyclopoid copepods",1,"GRE"
"251",2008-03-10,7059,0,"indv./m2","0_30m","Cyclopoida","Mesocyclops","sp","adult",NA,"cyclopoid copepods",1,"GRE"
"252",2008-04-15,7059,8850,"indv./m2","0_30m","Cyclopoida","Mesocyclops","sp","adult",NA,"cyclopoid copepods",1,"GRE"
"253",2008-05-13,7059,8850,"indv./m2","0_30m","Cyclopoida","Mesocyclops","sp","adult",NA,"cyclopoid copepods",1,"GRE"
"254",2008-06-09,7059,24300,"indv./m2","0_30m","Cyclopoida","Mesocyclops","sp","adult",NA,"cyclopoid copepods",1,"GRE"
"255",2008-07-14,7059,56580,"indv./m2","0_30m","Cyclopoida","Mesocyclops","sp","adult",NA,"cyclopoid copepods",1,"GRE"
"256",2008-08-11,7059,230400,"indv./m2","0_30m","Cyclopoida","Mesocyclops","sp","adult",NA,"cyclopoid copepods",1,"GRE"
"257",2008-09-15,7059,201120,"indv./m2","0_30m","Cyclopoida","Mesocyclops","sp","adult",NA,"cyclopoid copepods",1,"GRE"
"258",2008-10-13,7059,84870,"indv./m2","0_30m","Cyclopoida","Mesocyclops","sp","adult",NA,"cyclopoid copepods",1,"GRE"
"259",2008-11-10,7059,0,"indv./m2","0_30m","Cyclopoida","Mesocyclops","sp","adult",NA,"cyclopoid copepods",1,"GRE"
"260",2008-12-08,7059,0,"indv./m2","0_30m","Cyclopoida","Mesocyclops","sp","adult",NA,"cyclopoid copepods",1,"GRE"
"261",2009-03-02,7059,0,"indv./m2","0_30m","Cyclopoida","Mesocyclops","sp","adult",NA,"cyclopoid copepods",1,"GRE"
"262",2009-04-08,7059,9720,"indv./m2","0_30m","Cyclopoida","Mesocyclops","sp","adult",NA,"cyclopoid copepods",1,"GRE"
"263",2009-05-06,7059,9960,"indv./m2","0_30m","Cyclopoida","Mesocyclops","sp","adult",NA,"cyclopoid copepods",1,"GRE"
"264",2009-06-17,7059,33150,"indv./m2","0_30m","Cyclopoida","Mesocyclops","sp","adult",NA,"cyclopoid copepods",1,"GRE"
"265",2009-07-16,7059,146730,"indv./m2","0_30m","Cyclopoida","Mesocyclops","sp","adult",NA,"cyclopoid copepods",1,"GRE"
"266",2009-08-13,7059,125520,"indv./m2","0_30m","Cyclopoida","Mesocyclops","sp","adult",NA,"cyclopoid copepods",1,"GRE"
"267",2009-09-08,7059,201540,"indv./m2","0_30m","Cyclopoida","Mesocyclops","sp","adult",NA,"cyclopoid copepods",1,"GRE"
"268",2009-10-07,7059,45540,"indv./m2","0_30m","Cyclopoida","Mesocyclops","sp","adult",NA,"cyclopoid copepods",1,"GRE"
"269",2009-11-05,7059,7080,"indv./m2","0_30m","Cyclopoida","Mesocyclops","sp","adult",NA,"cyclopoid copepods",1,"GRE"
"270",2009-12-10,7059,7950,"indv./m2","0_30m","Cyclopoida","Mesocyclops","sp","adult",NA,"cyclopoid copepods",1,"GRE"
"271",2010-01-11,7059,0,"indv./m2","0_30m","Cyclopoida","Mesocyclops","sp","adult",NA,"cyclopoid copepods",1,"GRE"
"272",2010-02-08,7059,660,"indv./m2","0_30m","Cyclopoida","Mesocyclops","sp","adult",NA,"cyclopoid copepods",1,"GRE"
"273",2010-03-08,7059,0,"indv./m2","0_30m","Cyclopoida","Mesocyclops","sp","adult",NA,"cyclopoid copepods",1,"GRE"
"274",2010-04-15,7059,102780,"indv./m2","0_30m","Cyclopoida","Mesocyclops","sp","adult",NA,"cyclopoid copepods",1,"GRE"
"275",2010-05-07,7059,33150,"indv./m2","0_30m","Cyclopoida","Mesocyclops","sp","adult",NA,"cyclopoid copepods",1,"GRE"
"276",2010-06-15,7059,30930,"indv./m2","0_30m","Cyclopoida","Mesocyclops","sp","adult",NA,"cyclopoid copepods",1,"GRE"
"277",2010-07-14,7059,176790,"indv./m2","0_30m","Cyclopoida","Mesocyclops","sp","adult",NA,"cyclopoid copepods",1,"GRE"
"278",2010-08-10,7059,100770,"indv./m2","0_30m","Cyclopoida","Mesocyclops","sp","adult",NA,"cyclopoid copepods",1,"GRE"
"279",2010-09-07,7059,187410,"indv./m2","0_30m","Cyclopoida","Mesocyclops","sp","adult",NA,"cyclopoid copepods",1,"GRE"
"280",2010-10-13,7059,56370,"indv./m2","0_30m","Cyclopoida","Mesocyclops","sp","adult",NA,"cyclopoid copepods",1,"GRE"
"281",2010-11-10,7059,3330,"indv./m2","0_30m","Cyclopoida","Mesocyclops","sp","adult",NA,"cyclopoid copepods",1,"GRE"
"282",2010-12-07,7059,0,"indv./m2","0_30m","Cyclopoida","Mesocyclops","sp","adult",NA,"cyclopoid copepods",1,"GRE"
"283",2011-01-10,7059,0,"indv./m2","0_30m","Cyclopoida","Mesocyclops","sp","adult",NA,"cyclopoid copepods",1,"GRE"
"284",2011-02-14,7059,0,"indv./m2","0_30m","Cyclopoida","Mesocyclops","sp","adult",NA,"cyclopoid copepods",1,"GRE"
"285",2011-03-07,7059,0,"indv./m2","0_30m","Cyclopoida","Mesocyclops","sp","adult",NA,"cyclopoid copepods",1,"GRE"
"286",2011-04-07,7059,33150,"indv./m2","0_30m","Cyclopoida","Mesocyclops","sp","adult",NA,"cyclopoid copepods",1,"GRE"
"287",2011-05-05,7059,0,"indv./m2","0_30m","Cyclopoida","Mesocyclops","sp","adult",NA,"cyclopoid copepods",1,"GRE"
"288",2011-06-16,7059,19890,"indv./m2","0_30m","Cyclopoida","Mesocyclops","sp","adult",NA,"cyclopoid copepods",1,"GRE"
"289",2011-07-15,7059,59670,"indv./m2","0_30m","Cyclopoida","Mesocyclops","sp","adult",NA,"cyclopoid copepods",1,"GRE"
"290",2011-08-16,7059,64530,"indv./m2","0_30m","Cyclopoida","Mesocyclops","sp","adult",NA,"cyclopoid copepods",1,"GRE"
"291",2011-09-13,7059,196260,"indv./m2","0_30m","Cyclopoida","Mesocyclops","sp","adult",NA,"cyclopoid copepods",1,"GRE"
"292",2011-10-12,7059,26520,"indv./m2","0_30m","Cyclopoida","Mesocyclops","sp","adult",NA,"cyclopoid copepods",1,"GRE"
"293",2011-11-16,7059,0,"indv./m2","0_30m","Cyclopoida","Mesocyclops","sp","adult",NA,"cyclopoid copepods",1,"GRE"
"294",2011-12-08,7059,0,"indv./m2","0_30m","Cyclopoida","Mesocyclops","sp","adult",NA,"cyclopoid copepods",1,"GRE"
"295",2012-01-09,7059,0,"indv./m2","0_30m","Cyclopoida","Mesocyclops","sp","adult",NA,"cyclopoid copepods",1,"GRE"
"296",2012-03-05,7059,0,"indv./m2","0_30m","Cyclopoida","Mesocyclops","sp","adult",NA,"cyclopoid copepods",1,"GRE"
"297",2012-04-17,7059,51390,"indv./m2","0_30m","Cyclopoida","Mesocyclops","sp","adult",NA,"cyclopoid copepods",1,"GRE"
"298",2012-05-10,7059,21000,"indv./m2","0_30m","Cyclopoida","Mesocyclops","sp","adult",NA,"cyclopoid copepods",1,"GRE"
"299",2012-06-07,7059,8850,"indv./m2","0_30m","Cyclopoida","Mesocyclops","sp","adult",NA,"cyclopoid copepods",1,"GRE"
"300",2012-07-12,7059,8850,"indv./m2","0_30m","Cyclopoida","Mesocyclops","sp","adult",NA,"cyclopoid copepods",1,"GRE"
"301",2012-08-02,7059,66300,"indv./m2","0_30m","Cyclopoida","Mesocyclops","sp","adult",NA,"cyclopoid copepods",1,"GRE"
"302",2012-09-06,7059,38910,"indv./m2","0_30m","Cyclopoida","Mesocyclops","sp","adult",NA,"cyclopoid copepods",1,"GRE"
"303",2012-10-03,7059,36480,"indv./m2","0_30m","Cyclopoida","Mesocyclops","sp","adult",NA,"cyclopoid copepods",1,"GRE"
"304",2012-11-09,7059,3330,"indv./m2","0_30m","Cyclopoida","Mesocyclops","sp","adult",NA,"cyclopoid copepods",1,"GRE"
"305",2012-12-19,7059,0,"indv./m2","0_30m","Cyclopoida","Mesocyclops","sp","adult",NA,"cyclopoid copepods",1,"GRE"
"306",2013-01-09,7059,0,"indv./m2","0_30m","Cyclopoida","Mesocyclops","sp","adult",NA,"cyclopoid copepods",1,"GRE"
"307",2013-03-04,7059,0,"indv./m2","0_30m","Cyclopoida","Mesocyclops","sp","adult",NA,"cyclopoid copepods",1,"GRE"
"308",2013-04-12,7059,0,"indv./m2","0_30m","Cyclopoida","Mesocyclops","sp","adult",NA,"cyclopoid copepods",1,"GRE"
"309",2013-05-07,7059,23220,"indv./m2","0_30m","Cyclopoida","Mesocyclops","sp","adult",NA,"cyclopoid copepods",1,"GRE"
"310",2013-06-17,7059,7080,"indv./m2","0_30m","Cyclopoida","Mesocyclops","sp","adult",NA,"cyclopoid copepods",1,"GRE"
"311",2013-07-01,7059,5310,"indv./m2","0_30m","Cyclopoida","Mesocyclops","sp","adult",NA,"cyclopoid copepods",1,"GRE"
"312",2013-08-07,7059,84870,"indv./m2","0_30m","Cyclopoida","Mesocyclops","sp","adult",NA,"cyclopoid copepods",1,"GRE"
"313",2013-09-03,7059,49500,"indv./m2","0_30m","Cyclopoida","Mesocyclops","sp","adult",NA,"cyclopoid copepods",1,"GRE"
"314",2013-10-07,7059,64650,"indv./m2","0_30m","Cyclopoida","Mesocyclops","sp","adult",NA,"cyclopoid copepods",1,"GRE"
"315",2013-11-07,7059,2220,"indv./m2","0_30m","Cyclopoida","Mesocyclops","sp","adult",NA,"cyclopoid copepods",1,"GRE"
"316",2013-12-09,7059,0,"indv./m2","0_30m","Cyclopoida","Mesocyclops","sp","adult",NA,"cyclopoid copepods",1,"GRE"
"317",2014-01-09,7059,660,"indv./m2","0_30m","Cyclopoida","Mesocyclops","sp","adult",NA,"cyclopoid copepods",1,"GRE"
"318",2014-02-10,7059,0,"indv./m2","0_30m","Cyclopoida","Mesocyclops","sp","adult",NA,"cyclopoid copepods",1,"GRE"
"319",2014-03-06,7059,0,"indv./m2","0_30m","Cyclopoida","Mesocyclops","sp","adult",NA,"cyclopoid copepods",1,"GRE"
"320",2014-04-02,7059,870,"indv./m2","0_30m","Cyclopoida","Mesocyclops","sp","adult",NA,"cyclopoid copepods",1,"GRE"
"321",2014-05-06,7059,0,"indv./m2","0_30m","Cyclopoida","Mesocyclops","sp","adult",NA,"cyclopoid copepods",1,"GRE"
"322",2014-06-10,7059,2220,"indv./m2","0_30m","Cyclopoida","Mesocyclops","sp","adult",NA,"cyclopoid copepods",1,"GRE"
"323",2014-07-08,7059,25200,"indv./m2","0_30m","Cyclopoida","Mesocyclops","sp","adult",NA,"cyclopoid copepods",1,"GRE"
"324",2014-08-12,7059,106080,"indv./m2","0_30m","Cyclopoida","Mesocyclops","sp","adult",NA,"cyclopoid copepods",1,"GRE"
"325",2014-09-04,7059,198900,"indv./m2","0_30m","Cyclopoida","Mesocyclops","sp","adult",NA,"cyclopoid copepods",1,"GRE"
"326",2014-10-02,7059,47730,"indv./m2","0_30m","Cyclopoida","Mesocyclops","sp","adult",NA,"cyclopoid copepods",1,"GRE"
"327",2014-11-13,7059,3540,"indv./m2","0_30m","Cyclopoida","Mesocyclops","sp","adult",NA,"cyclopoid copepods",1,"GRE"
"328",2014-12-11,7059,3090,"indv./m2","0_30m","Cyclopoida","Mesocyclops","sp","adult",NA,"cyclopoid copepods",1,"GRE"
"329",2015-01-12,7059,0,"indv./m2","0_30m","Cyclopoida","Mesocyclops","sp","adult",NA,"cyclopoid copepods",1,"GRE"
"330",2015-02-11,7059,0,"indv./m2","0_30m","Cyclopoida","Mesocyclops","sp","adult",NA,"cyclopoid copepods",1,"GRE"
"331",2015-03-12,7059,0,"indv./m2","0_30m","Cyclopoida","Mesocyclops","sp","adult",NA,"cyclopoid copepods",1,"GRE"
"332",2015-04-13,7059,26520,"indv./m2","0_30m","Cyclopoida","Mesocyclops","sp","adult",NA,"cyclopoid copepods",1,"GRE"
"333",2015-05-06,7059,2640,"indv./m2","0_30m","Cyclopoida","Mesocyclops","sp","adult",NA,"cyclopoid copepods",1,"GRE"
"334",2015-06-10,7059,16590,"indv./m2","0_30m","Cyclopoida","Mesocyclops","sp","adult",NA,"cyclopoid copepods",1,"GRE"
"335",2015-07-07,7059,192270,"indv./m2","0_30m","Cyclopoida","Mesocyclops","sp","adult",NA,"cyclopoid copepods",1,"GRE"
"336",2015-08-05,7059,36480,"indv./m2","0_30m","Cyclopoida","Mesocyclops","sp","adult",NA,"cyclopoid copepods",1,"GRE"
"337",2015-09-02,7059,52170,"indv./m2","0_30m","Cyclopoida","Mesocyclops","sp","adult",NA,"cyclopoid copepods",1,"GRE"
"338",2015-10-06,7059,33150,"indv./m2","0_30m","Cyclopoida","Mesocyclops","sp","adult",NA,"cyclopoid copepods",1,"GRE"
"339",2015-11-11,7059,2220,"indv./m2","0_30m","Cyclopoida","Mesocyclops","sp","adult",NA,"cyclopoid copepods",1,"GRE"
"340",2015-12-14,7059,1770,"indv./m2","0_30m","Cyclopoida","Mesocyclops","sp","adult",NA,"cyclopoid copepods",1,"GRE"
"341",2016-01-14,7059,0,"indv./m2","0_30m","Cyclopoida","Mesocyclops","sp","adult",NA,"cyclopoid copepods",1,"GRE"
"342",2016-02-04,7059,0,"indv./m2","0_30m","Cyclopoida","Mesocyclops","sp","adult",NA,"cyclopoid copepods",1,"GRE"
"343",2016-03-08,7059,1320,"indv./m2","0_30m","Cyclopoida","Mesocyclops","sp","adult",NA,"cyclopoid copepods",1,"GRE"
"344",2016-04-14,7059,43110,"indv./m2","0_30m","Cyclopoida","Mesocyclops","sp","adult",NA,"cyclopoid copepods",1,"GRE"
"345",2016-05-12,7059,13260,"indv./m2","0_30m","Cyclopoida","Mesocyclops","sp","adult",NA,"cyclopoid copepods",1,"GRE"
"346",2016-06-15,7059,16590,"indv./m2","0_30m","Cyclopoida","Mesocyclops","sp","adult",NA,"cyclopoid copepods",1,"GRE"
"347",2016-07-07,7059,49740,"indv./m2","0_30m","Cyclopoida","Mesocyclops","sp","adult",NA,"cyclopoid copepods",1,"GRE"
"348",2016-08-11,7059,110490,"indv./m2","0_30m","Cyclopoida","Mesocyclops","sp","adult",NA,"cyclopoid copepods",1,"GRE"
"349",2016-09-05,7059,183990,"indv./m2","0_30m","Cyclopoida","Mesocyclops","sp","adult",NA,"cyclopoid copepods",1,"GRE"
"350",2016-10-06,7059,20340,"indv./m2","0_30m","Cyclopoida","Mesocyclops","sp","adult",NA,"cyclopoid copepods",1,"GRE"
"351",2016-11-09,7059,4980,"indv./m2","0_30m","Cyclopoida","Mesocyclops","sp","adult",NA,"cyclopoid copepods",1,"GRE"
"352",2016-12-08,7059,0,"indv./m2","0_30m","Cyclopoida","Mesocyclops","sp","adult",NA,"cyclopoid copepods",1,"GRE"
"353",2017-01-09,7059,0,"indv./m2","0_30m","Cyclopoida","Mesocyclops","sp","adult",NA,"cyclopoid copepods",1,"GRE"
"354",2017-02-13,7059,0,"indv./m2","0_30m","Cyclopoida","Mesocyclops","sp","adult",NA,"cyclopoid copepods",1,"GRE"
"355",2017-03-13,7059,0,"indv./m2","0_30m","Cyclopoida","Mesocyclops","sp","adult",NA,"cyclopoid copepods",1,"GRE"
"356",2017-04-11,7059,99450,"indv./m2","0_30m","Cyclopoida","Mesocyclops","sp","adult",NA,"cyclopoid copepods",1,"GRE"
"357",2017-05-10,7059,19890,"indv./m2","0_30m","Cyclopoida","Mesocyclops","sp","adult",NA,"cyclopoid copepods",1,"GRE"
"358",2017-06-14,7059,19890,"indv./m2","0_30m","Cyclopoida","Mesocyclops","sp","adult",NA,"cyclopoid copepods",1,"GRE"
"359",2017-07-12,7059,23880,"indv./m2","0_30m","Cyclopoida","Mesocyclops","sp","adult",NA,"cyclopoid copepods",1,"GRE"
"360",2017-08-08,7059,72930,"indv./m2","0_30m","Cyclopoida","Mesocyclops","sp","adult",NA,"cyclopoid copepods",1,"GRE"
"361",2017-09-05,7059,96030,"indv./m2","0_30m","Cyclopoida","Mesocyclops","sp","adult",NA,"cyclopoid copepods",1,"GRE"
"362",2017-10-10,7059,56550,"indv./m2","0_30m","Cyclopoida","Mesocyclops","sp","adult",NA,"cyclopoid copepods",1,"GRE"
"363",2017-11-08,7059,347250,"indv./m2","0_30m","Cyclopoida","Mesocyclops","sp","adult",NA,"cyclopoid copepods",1,"GRE"
"364",2017-12-08,7059,26310,"indv./m2","0_30m","Cyclopoida","Mesocyclops","sp","adult",NA,"cyclopoid copepods",1,"GRE"
"365",2018-01-08,7059,23670,"indv./m2","0_30m","Cyclopoida","Mesocyclops","sp","adult",NA,"cyclopoid copepods",1,"GRE"
"366",2018-02-08,7059,7890,"indv./m2","0_30m","Cyclopoida","Mesocyclops","sp","adult",NA,"cyclopoid copepods",1,"GRE"
"367",2018-03-08,7059,43410,"indv./m2","0_30m","Cyclopoida","Mesocyclops","sp","adult",NA,"cyclopoid copepods",1,"GRE"
"368",2018-04-12,7059,69720,"indv./m2","0_30m","Cyclopoida","Mesocyclops","sp","adult",NA,"cyclopoid copepods",1,"GRE"
"369",2018-05-15,7059,46050,"indv./m2","0_30m","Cyclopoida","Mesocyclops","sp","adult",NA,"cyclopoid copepods",1,"GRE"
"370",2018-06-11,7059,198630,"indv./m2","0_30m","Cyclopoida","Mesocyclops","sp","adult",NA,"cyclopoid copepods",1,"GRE"
"371",2018-07-09,7059,143760,"indv./m2","0_30m","Cyclopoida","Mesocyclops","sp","adult",NA,"cyclopoid copepods",1,"GRE"
"372",2018-08-13,7059,194670,"indv./m2","0_30m","Cyclopoida","Mesocyclops","sp","adult",NA,"cyclopoid copepods",1,"GRE"
"373",2018-09-14,7059,36840,"indv./m2","0_30m","Cyclopoida","Mesocyclops","sp","adult",NA,"cyclopoid copepods",1,"GRE"
"374",2018-10-16,7059,68400,"indv./m2","0_30m","Cyclopoida","Mesocyclops","sp","adult",NA,"cyclopoid copepods",1,"GRE"
"375",2018-10-31,7059,86820,"indv./m2","0_30m","Cyclopoida","Mesocyclops","sp","adult",NA,"cyclopoid copepods",1,"GRE"
"376",2018-11-12,7059,157830,"indv./m2","0_30m","Cyclopoida","Mesocyclops","sp","adult",NA,"cyclopoid copepods",1,"GRE"
"377",2018-12-10,7059,113130,"indv./m2","0_30m","Cyclopoida","Mesocyclops","sp","adult",NA,"cyclopoid copepods",1,"GRE"
"378",2019-01-17,7059,1320,"indv./m2","0_30m","Cyclopoida","Mesocyclops","sp","adult",NA,"cyclopoid copepods",1,"GRE"
"379",2019-02-11,7059,1980,"indv./m2","0_30m","Cyclopoida","Mesocyclops","sp","adult",NA,"cyclopoid copepods",1,"GRE"
"380",2019-03-18,7059,18420,"indv./m2","0_30m","Cyclopoida","Mesocyclops","sp","adult",NA,"cyclopoid copepods",1,"GRE"
"381",2019-04-08,7059,53940,"indv./m2","0_30m","Cyclopoida","Mesocyclops","sp","adult",NA,"cyclopoid copepods",1,"GRE"
"382",2019-05-13,7059,6570,"indv./m2","0_30m","Cyclopoida","Mesocyclops","sp","adult",NA,"cyclopoid copepods",1,"GRE"
"383",2019-06-17,7059,57870,"indv./m2","0_30m","Cyclopoida","Mesocyclops","sp","adult",NA,"cyclopoid copepods",1,"GRE"
"384",2019-07-17,7059,39450,"indv./m2","0_30m","Cyclopoida","Mesocyclops","sp","adult",NA,"cyclopoid copepods",1,"GRE"
"385",2019-08-12,7059,51300,"indv./m2","0_30m","Cyclopoida","Mesocyclops","sp","adult",NA,"cyclopoid copepods",1,"GRE"
"386",2019-09-09,7059,48660,"indv./m2","0_30m","Cyclopoida","Mesocyclops","sp","adult",NA,"cyclopoid copepods",1,"GRE"
"387",2019-10-14,7059,65760,"indv./m2","0_30m","Cyclopoida","Mesocyclops","sp","adult",NA,"cyclopoid copepods",1,"GRE"
"388",2019-11-11,7059,60510,"indv./m2","0_30m","Cyclopoida","Mesocyclops","sp","adult",NA,"cyclopoid copepods",1,"GRE"
"389",2019-12-09,7059,21060,"indv./m2","0_30m","Cyclopoida","Mesocyclops","sp","adult",NA,"cyclopoid copepods",1,"GRE"
